Episode,R_total,R_env,R_passing,R_in_box,R_assist,R_role,R_approach
934,54.97999489,0,-22,0,0,61.31999561,15.65999936
935,67.11999604,-1.000000119,-17,0,0,57.75999698,33.35999899
936,4.599999845,0,-0.5,0,0,4.799999714,0.300000012
937,47.21999572,-1.000000119,-50.10000002,0,0,70.23999655,28.07999934
938,4.099999726,0,-1,0,0,4.799999714,0.300000012
939,28.47999847,0,-3.5,0,0,23.27999836,8.699999653
940,34.69999608,-1.000000119,-14.60000002,0,0,35.47999746,14.81999967
941,75.85999644,0,-33.30000001,0,0,76.51999943,32.6399992
942,3.599999815,0,-1.5,0,0,4.799999714,0.300000012
943,38.59999692,-1.000000119,-20.09999996,0,0,51.71999968,7.9799999
944,25.57999852,0,-10.60000002,0,0,32.15999854,4.019999981
945,61.97999636,-1.000000119,-12.30000001,0,0,45.99999881,29.27999905
946,89.1599955,1.000000119,-2.5,0,1,49.23999697,42.41999838
947,93.09999467,0,-31.09999996,0,0,75.51999615,52.67999849
948,50.27999671,-1.000000119,-10.5,0,0,48.99999704,12.77999969
949,37.89999782,0,-9,0,0,40.11999945,6.779999822
950,4.099999726,0,-1,0,0,4.799999714,0.300000012
951,5.099999875,0,0,0,0,4.799999714,0.300000012
952,50.09999619,0,-17,0,0,46.39999859,20.69999915
953,40.63999762,0,-21.79999995,0,0,41.67999893,20.75999898
954,3.71999988,0,-1.5,0,0,4.919999778,0.300000012
955,55.93999549,-1.000000119,-27.40000004,0,0,63.27999671,21.05999958
956,19.4999982,0,-8.599999964,0,0,22.39999771,5.699999966
957,55.69999546,-1.000000119,-14,0,0,56.2399967,14.45999967
958,45.83999533,-1.000000119,-37.10000002,0,0,70.27999634,15.65999977
959,82.27999426,-1.000000119,-21.80000001,0,0,76.23999517,30.83999904
960,40.81999761,0,-23.5,0,0,48.19999842,18.1199993
961,39.81999648,-1.000000119,-18,0,0,49.51999669,9.299999811
962,4.399999678,0,-2.5,0,0,6.599999607,0.300000012
963,4.099999756,0,-1,0,0,4.799999714,0.300000012
964,117.0599954,-1.000000119,-12.79999995,-5,0,75.95999677,54.89999782
965,39.65999658,-1.000000119,-19,0,0,43.99999784,15.65999934
966,3.259999663,0,-3,0,0,5.959999621,0.300000012
967,63.41999712,-1.000000119,-16,0,0,56.55999653,25.85999924
968,6.259999543,0,-2,0,0,7.599999487,0.659999996
969,92.53999535,0,-26.80000001,0,0,67.7199965,55.61999783
970,33.83999851,-1.000000119,-19.5,0,0,41.91999921,12.41999964
971,4.69999972,0,-1,0,0,5.399999678,0.300000012
972,3.099999756,0,-2,0,0,4.799999714,0.300000012
973,3.099999726,0,-2,0,0,4.799999714,0.300000012
974,7.019999564,0,-1,0,0,7.359999567,0.659999996
975,32.71999748,0,-20.79999995,0,0,48.47999777,5.039999932
976,69.37999636,0,-18.5,0,0,51.31999706,40.55999824
977,9.219999492,0,0,0,0,8.559999496,0.659999996
978,66.37999596,-1.000000119,-36.90000004,0,0,65.5199977,38.75999875
979,40.03999709,0,-13.30000001,0,0,39.83999631,13.49999971
980,36.17999589,-1.000000119,-29.30000001,0,0,52.67999561,13.79999972
981,49.39999538,-1.000000119,-22,0,0,50.99999743,23.39999938
982,40.33999678,0,-14.80000001,-5,0,39.11999688,16.01999969
983,21.919999,0,-2.5,0,0,17.27999866,7.13999971
984,47.27999781,0,-12.5,0,0,51.19999747,8.579999819
985,7.479999542,0,-0.5,-10,0,7.679999471,0.300000012
986,62.6999973,0,-14.5,0,0,51.75999711,25.43999904
987,64.01999632,0,-17.60000002,0,0,61.27999924,20.33999959
988,50.21999715,-1.000000119,-14.5,0,0,50.71999873,20.99999923
989,95.23999403,0,-25.79999995,0,0,88.03999572,32.9999994
990,52.5199946,0,-38,0,0,59.51999529,32.99999944
991,45.45999721,-1.000000119,-17.30000001,0,0,50.55999728,13.19999973
992,35.5599971,-1.000000119,-30.79999995,0,0,53.679998,13.67999969
993,4.099999726,0,-1,0,0,4.799999714,0.300000012
994,41.59999825,-1.000000119,-10.5,0,0,47.51999795,5.579999857
995,50.93999673,0,-8,0,0,50.23999691,8.699999809
996,104.9999955,0,-17.59999996,0,0,72.75999391,51.83999832
997,54.05999789,0,-16,-5,0,53.55999848,16.49999928
998,14.15999824,0,-10,0,0,22.23999822,1.919999994
999,47.87999637,-1.000000119,-13.80000001,0,0,48.75999743,13.91999973
1000,5.599999785,0,0.5,0,0,4.799999714,0.300000012
1001,37.53999513,-1.000000119,-24.29999995,-10,0,52.63999757,10.19999982
1002,21.73999834,0,-5.599999964,0,0,22.83999901,4.499999978
1003,5.099999726,0,0,0,0,4.799999714,0.300000012
1004,70.95999776,-1.000000119,-14.5999999,0,0,59.87999666,28.67999902
1005,79.05999489,-1.000000119,-42.60000002,0,0,95.23999672,27.41999934
1006,6.099999577,0,-2,0,0,7.799999535,0.300000012
1007,30.29999849,0,-6.600000024,0,0,31.07999831,5.819999941
1008,32.57999696,0,-17,0,0,38.71999833,10.85999975
1009,3.099999726,0,-2,0,0,4.799999714,0.300000012
1010,6.819999635,0,0,0,0,6.159999639,0.659999996
1011,3.099999726,0,-2,0,0,4.799999714,0.300000012
1012,4.899999589,0,-3,0,0,6.759999603,1.139999986
1013,51.11999698,0,-16,0,0,57.87999685,9.239999831
1014,6.099999547,0,-2,0,0,7.799999535,0.300000012
1015,5.299999684,0,-1,0,0,5.999999642,0.300000012
1016,40.41999562,-1.000000119,-20.30000001,0,0,50.55999626,11.1599998
1017,20.05999731,0,-21.59999996,0,0,32.59999703,9.059999868
1018,20.55999829,0,-3.800000012,0,0,20.75999896,3.599999979
1019,30.11999866,0,-9,0,0,24.43999815,16.6799994
1020,57.3999957,0,-29.5,0,0,61.9999969,24.899999
1021,47.39999755,-1.000000119,-15,0,0,51.71999824,19.67999934
1022,14.67999795,0,-15.10000002,0,0,24.43999838,5.339999951
1023,44.45999558,0,-19.90000004,0,0,48.99999765,15.35999975
1024,86.8199961,0,-19.80000001,0,0,59.99999706,40.61999907
1025,3.739999712,0,-1,0,0,4.4399997,0.300000012
1026,36.03999716,0,-18.5,0,0,46.19999708,8.33999981
1027,6.759999573,0,-0.5,0,0,6.959999502,0.300000012
1028,57.69999657,-1.000000119,-15.30000001,0,0,49.71999758,26.27999928
1029,7.779999554,0,0,0,0,6.759999603,1.019999981
1030,48.61999847,0,-24.30000001,0,0,64.7599985,8.159999862
1031,3.599999815,0,-1.5,0,0,4.799999714,0.300000012
1032,5.799999714,0,-0.5,0,0,5.999999642,0.300000012
1033,44.6199972,-1.000000119,-23.5,0,0,49.39999738,21.71999945
1034,3.099999726,0,-2,-5,0,4.799999714,0.300000012
1035,38.53999753,0,-12.60000002,0,0,36.55999743,14.57999972
1036,46.45999736,0,-17.30000001,0,0,54.51999688,9.239999838
1037,37.11999749,0,-14.5,0,0,45.19999835,6.419999838
1038,5.099999726,0,0,0,0,4.799999714,0.300000012
1039,5.499999583,0,-2,0,0,7.199999571,0.300000012
1040,33.09999681,0,-17.60000002,0,0,44.99999762,5.699999958
1041,35.17999574,-1.000000119,-30.10000002,0,0,52.51999708,17.7599997
1042,4.099999726,0,-1,0,0,4.799999714,0.300000012
1043,31.19999763,-1.000000119,-27.60000002,0,0,45.39999739,14.39999977
1044,4.599999845,0,-0.5,0,0,4.799999714,0.300000012
1045,3.099999756,0,-2,0,0,4.799999714,0.300000012
1046,6.19999975,0,0.5,0,0,5.399999678,0.300000012
1047,4.099999726,0,-1,-20,0,4.799999714,0.300000012
1048,56.97999637,-1.000000119,-22.5999999,0,0,58.67999829,21.89999927
1049,48.39999795,-1.000000119,-9.800000012,0,0,47.67999855,11.5199997
1050,3.099999756,0,-2,0,0,4.799999714,0.300000012
1051,44.49999678,-1.000000119,-18.30000001,0,0,46.87999859,16.91999958
1052,50.07999596,-1.000000119,-27,0,0,58.75999761,19.31999938
1053,36.89999618,-1.000000119,-13,0,0,39.91999681,10.97999976
1054,7.259999454,0,0,0,0,6.959999442,0.300000012
1055,39.75999732,-1.000000119,-25.40000004,0,0,56.55999837,9.599999882
1056,56.67999651,-1.000000119,-19,0,0,55.87999626,16.79999966
1057,74.99999595,0,-17.40000004,0,0,76.43999563,15.95999968
1058,36.2599977,-1.000000119,-12.30000001,0,0,40.31999844,9.239999838
1059,46.71999657,0,-4,0,0,30.99999785,21.71999916
1060,24.81999798,0,-15,0,0,27.03999835,12.77999956
1061,46.31999735,-1.000000119,-14.5,0,0,45.55999865,16.25999933
1062,125.6999969,-1.000000119,-32.5,0,0,97.79999577,59.39999788
1063,45.87999748,0,-14.30000001,0,0,32.6399976,27.5399988
1064,4.439999759,0,-1.5,0,0,5.639999628,0.300000012
1065,78.21999459,0,-18.80000001,0,0,66.43999588,26.57999943
1066,3.45999977,0,-3,0,0,6.159999728,0.300000012
1067,50.03999743,0,-8.800000012,0,0,41.8799974,18.95999946
1068,73.05999774,0,-11,0,0,50.63999757,33.41999915
1069,5.69999969,0,0,0,0,5.399999678,0.300000012
1070,17.65999827,0,-10,0,0,23.99999824,3.659999967
1071,31.87999722,-1.000000119,-23.80000001,0,0,43.83999743,12.83999974
1072,67.51999595,-1.000000119,-22.80000001,0,0,66.95999683,24.3599991
1073,49.59999745,-1.000000119,-8.5,0,0,48.59999753,10.49999965
1074,37.13999581,-1.000000119,-25.30000001,0,0,50.95999756,12.4799997
1075,18.47999921,0,-6.5,0,0,17.59999943,7.379999638
1076,25.79999638,0,-19.79999995,0,0,41.7599975,3.839999974
1077,28.01999538,0,-32,0,0,52.63999659,7.379999854
1078,4.899999648,0,-2,0,0,6.599999607,0.300000012
1079,15.53999886,0,-4.300000012,0,0,17.67999929,2.159999996
1080,4.299999654,0,-2,0,0,5.999999642,0.300000012
1081,52.07999757,0,-8.5,0,0,47.67999788,12.89999957
1082,73.57999597,0,-12.40000004,0,0,59.87999782,26.09999917
1083,111.1199956,-1.000000119,-32.80000001,0,0,99.39999595,47.51999854
1084,37.65999799,0,-8.5,0,0,29.07999808,13.07999953
1085,16.53999847,0,-5,0,0,20.27999842,1.25999999
1086,3.099999756,0,-2,-45,0,4.799999714,0.300000012
1087,52.91999401,-1.000000119,-41,0,0,57.23999742,31.67999888
1088,60.17999384,-1.000000119,-32.39999998,0,0,76.59999396,16.97999974
1089,70.63999537,0,-29.5,0,0,77.11999482,25.01999921
1090,45.01999697,0,-14.30000001,0,0,52.59999843,6.719999894
1091,9.999999702,0,0.5,0,0,9.199999571,0.300000012
1092,58.99999604,-1.000000119,-17.10000002,0,0,55.4399976,21.65999941
1093,74.91999535,-1.000000119,-20.60000002,0,0,67.8399983,28.67999937
1094,80.33999532,-1.000000119,-14,0,0,61.63999636,29.69999889
1095,5.599999785,0,0.5,0,0,4.799999714,0.300000012
1096,69.03999506,0,-63.99999994,0,0,79.99999817,53.03999894
1097,20.87999749,0,-24.09999996,0,0,38.19999824,6.779999942
1098,48.2599967,0,-35.39999998,0,0,53.47999804,30.17999937
1099,59.99999574,-1.000000119,-22.30000001,0,0,56.15999748,31.139999
1100,21.07999831,0,-20.09999996,0,0,33.67999852,7.499999903
1101,2.179999769,0,-3,-10,0,4.879999757,0.300000012
1102,4.859999776,0,-1,0,0,5.559999764,0.300000012
1103,102.4399926,-1.000000119,-31,15,0,85.03999729,47.3999983
1104,66.13999652,0,-6,0,0,53.83999723,18.29999936
1105,61.29999639,-1.000000119,-28.79999995,0,0,60.19999634,30.89999884
1106,22.89999807,0,-11.89999998,0,0,30.47999841,4.320000015
1107,3.359999835,0,-1.5,-15,0,4.559999704,0.300000012
1108,58.01999713,0,-12.5,0,0,47.83999898,22.6799991
1109,21.37999725,-1.000000119,-18.59999996,0,0,31.79999782,9.179999866
1110,86.77999841,-1.000000119,-10.30000001,-20,0,67.59999746,30.47999879
1111,16.27999869,0,-5.800000012,0,0,19.31999874,2.75999999
1112,4.599999845,0,-0.5,0,0,4.799999714,0.300000012
1113,24.99999849,0,-11,0,0,26.71999896,11.27999963
1114,4.059999704,0,-1,0,0,4.759999692,0.300000012
1115,31.25999713,-1.000000119,-13,0,0,41.35999675,3.899999931
1116,48.53999587,0,-19.30000001,5,0,46.35999596,21.4799992
1117,45.5199967,-1.000000119,-16.30000001,0,0,48.59999728,14.21999966
1118,56.15999725,-1.000000119,-15,0,0,47.07999822,25.07999886
1119,132.3999871,-1.000000119,-44.10000002,0,0,125.9599939,45.53999864
1120,40.47999687,0,-29.29999995,0,0,44.47999784,27.29999907
1121,42.3799972,-1.000000119,-14.30000001,0,0,45.07999845,12.59999973
1122,85.75999508,0,-22.80000001,0,0,64.9199954,47.63999839
1123,43.77999637,-1.000000119,-13.30000001,0,0,48.83999608,9.239999838
1124,67.33999526,0,-45.29999995,-5,0,73.1599967,39.47999898
1125,107.0599955,0,-32.60000002,0,0,80.23999696,69.41999762
1126,38.99999684,0,-2.300000012,0,0,38.47999698,2.820000008
1127,4.099999726,0,-1,0,0,4.799999714,0.300000012
1128,41.75999652,-1.000000119,-19.80000001,0,0,49.47999628,13.07999974
1129,33.33999717,0,-21.30000001,-30,0,39.9999983,14.63999966
1130,23.25999862,0,-4.5,0,0,20.75999832,8.999999754
1131,47.33999644,0,-12.10000002,5,0,50.67999774,8.759999819
1132,33.05999692,0,-13,-10,0,38.91999726,7.139999859
1133,28.01999743,-1.000000119,-23,0,0,45.47999766,6.539999872
1134,6.499999613,0,-1,0,0,7.199999571,0.300000012
1135,1.179999799,0,-4,0,0,4.879999757,0.300000012
1136,5.999999642,0,-1.5,0,0,7.199999571,0.300000012
1137,8.039999545,0,-0.5,0,0,7.879999459,0.659999996
1138,7.399999678,0,0.5,-5,0,6.599999607,0.300000012
1139,66.53999326,-1.000000119,-71.69999999,0,0,88.07999634,53.15999854
1140,6.499999493,0,-2,0,0,7.839999467,0.659999996
1141,45.25999641,-1.000000119,-15.5,0,0,46.27999686,15.47999954
1142,62.45999675,0,-16,0,0,51.87999624,32.57999923
1143,4.099999726,0,-1,-10,0,4.799999714,0.300000012
1144,65.0799941,-1.000000119,-29,0,0,62.67999448,32.39999898
1145,94.63999574,-1.000000119,-15.5,0,0,69.5999964,45.53999843
1146,43.49999745,0,-7.5,0,0,32.07999778,16.91999948
1147,4.69999969,0,-1,0,0,5.399999678,0.300000012
1148,46.35999601,-1.000000119,-20.5,0,0,48.39999752,17.45999958
1149,45.49999683,0,-33.89999998,0,0,47.23999847,32.15999882
1150,47.8599961,0,-26,0,0,48.71999826,25.13999894
1151,102.1199952,-1.000000119,-27.59999996,0,0,80.19999507,50.51999807
1152,38.15999624,0,-16.5,0,0,46.43999654,8.219999768
1153,3.899999648,0,-3,0,0,6.599999607,0.300000012
1154,27.49999464,0,-45.40000004,0,0,53.43999735,23.45999956
1155,50.73999774,0,-13.89999986,5,0,52.39999837,12.23999983
1156,6.219999522,0,-3,0,0,8.559999496,0.659999996
1157,10.63999861,0,-7.800000012,0,0,16.39999902,2.040000014
1158,12.97999769,-1.000000119,-52.60000002,0,0,47.39999767,21.17999965
1159,116.3199936,0,-15.30000001,0,0,70.07999694,63.53999768
1160,62.53999539,0,-16.60000002,0,0,58.83999819,30.29999931
1161,8.159999669,0,-2.5,0,0,9.999999523,0.659999996
1162,47.57999752,0,-6.5,-5,0,32.95999902,21.11999914
1163,37.07999776,0,-12.79999995,0,0,36.55999772,13.31999952
1164,6.499999493,0,-2,0,0,7.839999467,0.659999996
1165,54.07999519,-1.000000119,-28.90000004,0,0,66.51999418,17.45999972
1166,33.81999646,0,-25.29999995,0,0,51.19999811,7.919999868
1167,66.89999527,0,-7.5,0,0,53.63999687,20.75999936
1168,60.57999778,0,-8.300000012,0,0,38.5599975,22.31999964
1169,63.39999495,0,-28.30000001,0,0,60.83999744,28.85999884
1170,5.899999797,0,0,-15,0,5.599999785,0.300000012
1171,14.47999835,0,-9.800000012,-5,0,22.23999852,2.039999999
1172,64.99999738,-1.000000119,-14.30000001,0,0,62.35999744,23.93999945
1173,35.27999598,-1.000000119,-18.5,0,0,44.75999744,10.01999979
1174,42.91999562,-1.000000119,-37.59999996,0,0,52.19999717,31.31999925
1175,7.299999833,0,1,0,0,5.999999642,0.300000012
1176,4.099999726,0,-1,0,0,4.799999714,0.300000012
1177,55.87999669,0,-24.5,0,0,62.19999757,18.17999963
1178,69.89999676,0,-12.29999995,0,0,53.59999692,30.59999902
1179,17.05999857,0,-7.600000024,0,0,20.99999827,3.659999996
1180,90.77999295,0,-23.79999995,0,0,57.83999763,58.73999781
1181,91.75999563,-1.000000119,-40,0,0,73.03999691,57.71999751
1182,65.49999552,-1.000000119,-30,0,0,58.75999781,31.73999906
1183,63.49999712,0,-28,0,0,62.47999887,31.0199991
1184,67.19999471,0,-16.5,0,0,41.83999796,43.85999798
1185,6.659999728,0,-1,0,0,6.999999732,0.659999996
1186,50.85999651,-1.000000119,-20,0,0,62.91999765,8.939999752
1187,49.15999425,-1.000000119,-26.00000006,0,0,55.75999938,20.39999971
1188,60.5999963,0,-23.5,0,0,57.63999683,26.45999894
1189,5.099999726,0,0,0,0,4.799999714,0.300000012
1190,47.89999464,-1.000000119,-31.80000001,0,0,65.03999485,15.6599996
1191,3.099999726,0,-2,0,0,4.799999714,0.300000012
1192,6.19999975,0,0.5,0,0,5.399999678,0.300000012
1193,36.31999688,-1.000000119,-29,0,0,50.67999838,17.63999942
1194,6.379999578,0,-1,0,0,6.719999582,0.659999996
1195,5.17999965,0,-1,0,0,5.519999653,0.659999996
1196,82.3199964,0,-14.10000002,0,0,63.23999834,33.1799989
1197,42.51999777,1.000000119,-3,0,1,26.4799968,17.0399994
1198,6.919999719,0,-0.5,0,0,6.759999603,0.659999996
1199,32.05999711,0,-19.30000001,0,0,42.23999757,9.119999848
1200,41.21999644,0,-11,0,0,45.07999815,7.139999859
1201,28.65999567,-1.000000119,-21.30000001,0,0,44.23999576,6.719999894
1202,38.13999714,0,-14.59999996,0,0,38.03999895,14.69999975
1203,71.25999492,0,-25.80000001,0,0,67.55999719,25.49999913
1204,63.29999727,0,-13.59999996,-5,0,49.47999751,27.41999934
1205,12.67999917,0,-6.5,0,0,13.59999907,5.579999864
1206,7.399999678,0,0.5,0,0,6.599999607,0.300000012
1207,78.89999581,0,-10.30000001,0,0,54.63999796,40.55999833
1208,50.93999633,-1.000000119,-14.5,0,0,50.23999789,16.19999959
1209,41.2799983,1.000000119,-12.5,0,1,37.27999794,16.49999961
1210,42.87999661,-1.000000119,-22.5,0,0,59.2399969,7.139999859
1211,32.73999742,0,-8.5,0,0,30.6799981,10.55999975
1212,72.17999552,-1.000000119,-26.5,0,0,65.8399943,39.83999906
1213,54.25999519,0,-19.80000001,0,0,58.19999719,19.85999938
1214,113.9799915,-1.000000119,-62.19999999,0,0,105.7199967,71.45999781
1215,57.77999486,0,-18.30000001,0,0,57.59999648,18.4799995
1216,44.47999702,-1.000000119,-17.5,0,0,50.67999759,12.29999962
1217,54.81999753,-1.000000119,-13.5,-5,0,49.63999829,19.67999927
1218,4.099999756,0,-1,0,0,4.799999714,0.300000012
1219,23.95999852,0,-7.800000012,0,0,27.43999796,4.319999948
1220,87.75999448,0,-19.60000002,0,0,64.03999744,37.31999926
1221,3.099999756,0,-2,0,0,4.799999714,0.300000012
1222,50.15999775,0,-13.5,0,0,51.95999774,11.69999968
1223,48.05999614,0,-11.30000001,0,0,45.79999773,13.55999959
1224,47.95999414,-1.000000119,-53.89999992,0,0,70.99999578,31.85999897
1225,45.75999561,-1.000000119,-17.79999995,0,0,47.99999626,16.55999961
1226,40.21999699,0,-12,0,0,43.99999954,8.219999835
1227,104.0799952,-1.000000119,-46,0,0,78.9199962,68.15999815
1228,34.79999769,0,-6.600000024,0,0,36.23999849,5.159999996
1229,122.5399952,-1.000000119,-15.5,0,0,86.2799959,50.75999808
1230,53.73999687,0,-9,0,0,55.11999694,7.619999848
1231,61.71999493,-1.000000119,-13.30000001,0,0,59.39999422,16.6199996
1232,5.599999785,0,0.5,0,0,4.799999714,0.300000012
1233,42.59999384,-1.000000119,-30.39999998,0,0,58.99999733,14.99999977
1234,4.21999979,0,-1,0,0,4.919999778,0.300000012
1235,5.779999733,0,0,0,0,5.479999721,0.300000012
1236,5.299999684,0,-1,0,0,5.999999642,0.300000012
1237,5.459999621,0,-2,0,0,6.799999624,0.659999996
1238,5.359999776,0,0.5,0,0,4.559999704,0.300000012
1239,57.67999651,0,-26.80000001,0,0,48.7199958,41.75999853
1240,50.43999501,-1.000000119,-25.5,0,0,59.71999793,17.21999943
1241,7.599999636,0,-0.5,0,0,7.799999535,0.300000012
1242,71.79999676,-1.000000119,-44.79999995,0,0,69.47999658,48.11999883
1243,49.51999724,-1.000000119,-19.30000001,0,0,53.19999866,16.61999957
1244,44.01999725,0,-15.60000002,0,0,49.95999725,9.659999855
1245,47.63999502,-1.000000119,-19.5,0,0,64.83999535,3.299999945
1246,17.83999902,0,-4.799999952,0,0,19.51999885,3.119999968
1247,49.05999623,0,-12,0,0,52.59999682,8.45999983
1248,74.1199951,-1.000000119,-36.60000002,0,0,60.95999701,50.75999834
1249,2.099999756,0,-3,0,0,4.799999714,0.300000012
1250,7.499999583,0,0,0,0,7.199999571,0.300000012
1251,6.779999584,0,-1,0,0,6.759999603,1.019999981
1252,6.419999599,0,-1,0,0,6.759999603,0.659999996
1253,55.51999645,0,-18,0,0,43.7599986,29.75999879
1254,7.89999944,0,0,0,0,7.599999428,0.300000012
1255,43.11999708,-1.000000119,-10.5,0,0,42.43999793,12.17999954
1256,28.71999662,0,-26.30000001,0,0,47.27999799,7.73999989
1257,43.83999789,0,-4.5,0,0,25.31999798,25.01999898
1258,38.01999792,-1.000000119,-28.09999996,0,0,55.8399983,11.27999978
1259,4.139999747,0,-1,0,0,4.839999735,0.300000012
1260,26.79999748,0,-13.80000001,0,0,35.67999804,4.919999935
1261,4.099999756,0,-1,0,0,4.799999714,0.300000012
1262,39.35999717,0,-28.5,0,0,50.87999813,16.97999955
1263,42.09999748,-1.000000119,-16,0,0,51.23999684,7.859999754
1264,5.099999905,0,0,0,0,4.799999714,0.300000012
1265,72.45999542,0,-8.600000024,0,0,50.55999547,28.49999915
1266,92.45999455,0,-6.5,0,0,55.43999702,41.51999871
1267,5.69999969,0,0,0,0,5.399999678,0.300000012
1268,65.75999638,0,-22.59999996,0,0,58.11999643,30.23999918
1269,40.97999683,0,-13.60000002,0,0,43.59999846,10.97999983
1270,51.13999686,0,-15,0,0,49.39999719,16.73999929
1271,2.099999756,0,-3,0,0,4.799999714,0.300000012
1272,15.17999899,0,-6,0,0,19.55999926,1.619999975
1273,6.259999633,0,0,0,0,5.959999621,0.300000012
1274,19.43999857,0,-5.800000012,5,0,22.23999839,2.999999993
1275,47.71999577,0,-9.600000024,0,0,47.71999633,9.59999989
1276,4.099999756,0,-1,0,0,4.799999714,0.300000012
1277,50.7599965,-1.000000119,-21.79999995,0,0,62.27999671,11.27999979
1278,66.49999569,-1.000000119,-19.5,0,0,60.2399971,20.75999921
1279,63.77999697,0,-6,0,0,51.23999888,18.53999939
1280,58.5199969,0,-7.5,0,0,43.67999843,26.3399993
1281,43.83999561,-1.000000119,-22.30000001,0,0,49.07999711,18.05999944
1282,42.17999717,-1.000000119,-49.99999994,0,0,56.83999825,38.33999903
1283,43.09999692,0,-18,0,0,45.43999799,15.65999928
1284,41.33999866,0,-10.30000001,0,0,42.35999781,11.27999973
1285,3.599999785,0,-1.5,15,0,4.799999714,0.300000012
1286,50.15999682,-1.000000119,-19.5,0,0,58.83999649,11.81999975
1287,26.19999568,-1.000000119,-33.09999996,0,0,45.47999769,14.81999975
1288,6.899999619,0,0,0,0,6.599999607,0.300000012
1289,63.87999541,-1.000000119,-40.80000001,0,0,75.15999811,32.51999909
1290,41.55999671,-1.000000119,-13,0,0,42.11999803,13.43999957
1291,44.53999943,-1.000000119,-12.59999996,0,0,48.83999933,9.299999833
1292,41.03999546,0,-21.10000002,0,0,51.39999718,10.73999983
1293,78.99999594,0,-41.39999998,5,0,89.6799961,30.71999911
1294,23.19999911,0,-0.5,0,0,17.03999907,6.659999788
1295,55.5399944,-1.000000119,-27.29999995,0,0,65.35999503,18.47999959
1296,43.87999614,-1.000000119,-20.5,0,0,47.91999698,17.45999933
1297,37.63999818,-1.000000119,-10.5,5,0,42.59999835,6.539999872
1298,19.13999787,0,-3,0,0,21.71999782,0.420000009
1299,79.43999349,-1.000000119,-27,-5,0,69.71999598,33.71999855
1300,34.25999805,-1.000000119,-19,0,0,49.15999934,5.099999905
1301,45.4399962,0,-38.10000002,0,0,55.91999653,31.6199991
1302,7.43999964,0,-0.5,0,0,7.279999524,0.659999996
1303,66.1799965,0,-8.600000024,0,0,57.31999846,17.45999951
1304,5.099999726,0,0,0,0,4.799999714,0.300000012
1305,57.89999805,0,-8.599999964,0,0,41.35999817,25.13999885
1306,5.099999577,0,-3,0,0,7.799999535,0.300000012
1307,33.83999743,0,-13.30000001,0,0,37.71999782,9.419999816
1308,138.8199899,0,-71.20000005,0,0,126.7999945,83.21999714
1309,37.29999749,0,-30.19999999,0,0,50.99999738,16.49999972
1310,9.379999578,0,0,0,0,8.719999582,0.659999996
1311,46.6199962,-1.000000119,-17.5,0,0,44.35999914,20.75999937
1312,45.61999802,0,-7.5,0,0,36.67999816,16.43999949
1313,23.25999781,0,-14.30000001,0,0,32.51999795,5.039999872
1314,72.53999505,-1.000000119,-21.5,0,0,64.19999608,30.83999863
1315,51.9999962,-1.000000119,-16.5,20,0,54.43999633,15.05999962
1316,78.95999387,-1.000000119,-16,0,0,68.71999611,27.23999906
1317,48.81999712,-1.000000119,-13.5,-40,0,47.71999738,15.59999955
1318,5.539999604,0,-1,-5,0,6.239999592,0.300000012
1319,39.95999785,-1.000000119,-10,0,0,41.67999811,17.27999937
1320,5.899999619,0,-1,0,0,6.599999607,0.300000012
1321,18.73999846,0,-8.599999964,0,0,22.71999823,4.619999982
1322,4.599999785,0,-0.5,0,0,4.799999714,0.300000012
1323,51.97999658,0,-12,0,0,56.3599968,7.619999796
1324,3.099999756,0,-2,0,0,4.799999714,0.300000012
1325,5.21999979,0,0,0,0,4.919999778,0.300000012
1326,60.47999808,0,-9,0,0,51.43999851,20.03999939
1327,57.51999684,0,-8.5,0,0,38.39999813,31.61999902
1328,62.77999753,-1.000000119,-17.90000004,0,0,62.95999736,18.7199996
1329,6.099999547,0,-2,0,0,7.799999535,0.300000012
1330,3.099999756,0,-2,0,0,4.799999714,0.300000012
1331,51.85999718,0,-13,0,0,47.87999724,16.97999926
1332,48.6399962,-1.000000119,-17.10000002,0,0,46.63999739,20.09999956
1333,3.859999597,0,-3,0,0,6.559999585,0.300000012
1334,39.99999535,-1.000000119,-24.5,0,0,50.91999643,14.57999948
1335,48.29999541,-1.000000119,-22,0,0,50.83999714,20.4599994
1336,45.91999625,0,-24.89999992,0,0,48.23999755,26.57999923
1337,20.19999616,-1.000000119,-54.80000001,5,0,60.75999797,15.23999958
1338,38.85999741,-1.000000119,-10,0,0,41.15999796,8.699999802
1339,70.31999598,-1.000000119,-7,0,0,49.63999733,22.67999916
1340,64.05999574,0,-17,0,0,50.23999758,32.81999905
1341,75.97999716,0,-15.80000001,0,0,58.23999782,33.53999887
1342,46.19999766,0,-8.5,0,0,50.79999815,3.899999931
1343,93.11999457,0,-19.29999995,0,0,66.67999601,49.73999831
1344,26.61999799,0,-6.5,0,0,24.71999854,8.399999619
1345,73.33999607,0,-18.80000001,0,0,62.79999784,29.33999903
1346,33.69999932,1.000000119,-6,0,1,23.239999,14.45999958
1347,4.099999726,0,-1,0,0,4.799999714,0.300000012
1348,5.599999785,0,0.5,0,0,4.799999714,0.300000012
1349,40.89999808,-1.000000119,-13,0,0,45.83999744,9.059999757
1350,112.4399903,0,-28.60000002,0,0,61.35999644,73.67999739
